X;Y;;;;;;;;;;;
-58,40031977;-34,61208233;;;;;;;;;;;
-58,40435288;-34,61234899;;;;;;;;;;;
-58,39743925;-34,61187235;;;;;;;;;;;
-58,37770233;-34,61054635;;;;;;;;;;;
-58,39616814;-34,61178278;;;;;;;;;;;
-58,40324315;-34,61228408;;;;;;;;;;;
-58,38748203;-34,61118036;;;;;;;;;;;
-58,38336733;-34,61092196;;;;;;;;;;;
-58,38481976;-34,61100424;;;;;;;;;;;
-58,394772;-34,61169194;;;;;;;;;;;
-58,39036744;-34,61138896;;;;;;;;;;;
-58,37912434;-34,61063354;;;;;;;;;;;
-58,41007351;-34,61269205;;;;;;;;;;;
-58,38894287;-34,61128598;;;;;;;;;;;
-58,47171006;-34,6038831;;;;;;;;;;;
-58,48499257;-34,60925035;;;;;;;;;;;
-58,47298343;-34,60467394;;;;;;;;;;;
-58,49680029;-34,61504275;;;;;;;;;;;
-58,50475231;-34,61923079;;;;;;;;;;;
-58,50775444;-34,62078954;;;;;;;;;;;
-58,47894476;-34,60776188;;;;;;;;;;;
-58,510267;-34,62306102;;;;;;;;;;;
-58,48927367;-34,61058587;;;;;;;;;;;
-58,47511149;-34,60599039;;;;;;;;;;;
-58,50902214;-34,62196683;;;;;;;;;;;
-58,49794468;-34,61565026;;;;;;;;;;;
-58,49226446;-34,61286029;;;;;;;;;;;
-58,48040989;-34,60812627;;;;;;;;;;;
-58,48798291;-34,60997338;;;;;;;;;;;
-58,49330418;-34,61319315;;;;;;;;;;;
-58,47401653;-34,60531069;;;;;;;;;;;
-58,51564603;-34,62901622;;;;;;;;;;;
-58,49557191;-34,61439054;;;;;;;;;;;
-58,50352612;-34,61859288;;;;;;;;;;;
-58,49905569;-34,61624016;;;;;;;;;;;
-58,51639944;-34,62946406;;;;;;;;;;;
-58,50119979;-34,61737389;;;;;;;;;;;
-58,50242732;-34,61802105;;;;;;;;;;;
-58,41706919;-34,58818481;;;;;;;;;;;
-58,43728967;-34,60140932;;;;;;;;;;;
-58,41791635;-34,58868647;;;;;;;;;;;
-58,42024449;-34,5900672;;;;;;;;;;;
-58,46176369;-34,57827731;;;;;;;;;;;
-58,47214793;-34,57799462;;;;;;;;;;;
-58,44578723;-34,58259594;;;;;;;;;;;
-58,4816378;-34,57274767;;;;;;;;;;;
-58,45486321;-34,57924276;;;;;;;;;;;
-58,4695809;-34,57854907;;;;;;;;;;;
-58,47087351;-34,57827343;;;;;;;;;;;
-58,47742823;-34,57587294;;;;;;;;;;;
-58,46464432;-34,57870838;;;;;;;;;;;
-58,4844067;-34,57035013;;;;;;;;;;;
-58,45219402;-34,58009883;;;;;;;;;;;
-58,46320932;-34,5783838;;;;;;;;;;;
-58,46863455;-34,57875088;;;;;;;;;;;
-58,47871095;-34,5749415;;;;;;;;;;;
-58,47559434;-34,57719049;;;;;;;;;;;
-58,45095349;-34,5805016;;;;;;;;;;;
-58,47369199;-34,57763102;;;;;;;;;;;
-58,44944275;-34,58109638;;;;;;;;;;;
-58,47973681;-34,57418656;;;;;;;;;;;
-58,48250733;-34,57208238;;;;;;;;;;;
-58,44846071;-34,58145789;;;;;;;;;;;
-58,48066859;-34,57349522;;;;;;;;;;;
-58,45000007;-34,58087975;;;;;;;;;;;
-58,45597173;-34,57891634;;;;;;;;;;;
-58,46720442;-34,5790558;;;;;;;;;;;
-58,44709367;-34,58203442;;;;;;;;;;;
-58,47658382;-34,57647959;;;;;;;;;;;
-58,46602314;-34,57902034;;;;;;;;;;;
-58,45853916;-34,57839012;;;;;;;;;;;
-58,45734154;-34,57854683;;;;;;;;;;;
-58,38920313;-34,58764627;;;;;;;;;;;
-58,38315213;-34,59155357;;;;;;;;;;;
-58,38421431;-34,59089862;;;;;;;;;;;
-58,39026166;-34,58549434;;;;;;;;;;;
-58,39007404;-34,58707804;;;;;;;;;;;
-58,39610298;-34,59729775;;;;;;;;;;;
-58,40028843;-34,59674349;;;;;;;;;;;
-58,39755454;-34,59722114;;;;;;;;;;;
-58,40160958;-34,59634078;;;;;;;;;;;
-58,38417779;-34,59690172;;;;;;;;;;;
-58,37695819;-34,59627886;;;;;;;;;;;
-58,38978636;-34,59719509;;;;;;;;;;;
-58,38830163;-34,59711862;;;;;;;;;;;
-58,3947692;-34,59726905;;;;;;;;;;;
-58,39180969;-34,59721841;;;;;;;;;;;
-58,38565298;-34,59697077;;;;;;;;;;;
-58,38706642;-34,59705286;;;;;;;;;;;
-58,37990461;-34,5965126;;;;;;;;;;;
-58,45064099;-34,56993615;;;;;;;;;;;
-58,40756096;-34,59698718;;;;;;;;;;;
-58,40609297;-34,59420934;;;;;;;;;;;
-58,40088807;-34,5898796;;;;;;;;;;;
-58,41077333;-34,60510844;;;;;;;;;;;
-58,40242575;-34,59097955;;;;;;;;;;;
-58,40668428;-34,5953859;;;;;;;;;;;
-58,37424908;-34,58100815;;;;;;;;;;;
-58,37184236;-34,58737937;;;;;;;;;;;
-58,37289966;-34,58434864;;;;;;;;;;;
-58,37187703;-34,58928999;;;;;;;;;;;
-58,37187703;-34,58928999;;;;;;;;;;;
-58,37099409;-34,5903831;;;;;;;;;;;
-58,45689989;-34,59973126;;;;;;;;;;;
-58,47991395;-34,67701305;;;;;;;;;;;
-58,45322402;-34,61883628;;;;;;;;;;;
-58,43536221;-34,61150361;;;;;;;;;;;
-58,45078458;-34,61787675;;;;;;;;;;;
-58,44006141;-34,61358526;;;;;;;;;;;
-58,45200868;-34,61835504;;;;;;;;;;;
-58,43375048;-34,61083928;;;;;;;;;;;
-58,44373304;-34,61503191;;;;;;;;;;;
-58,41407293;-34,58513386;;;;;;;;;;;
-58,41257189;-34,58406259;;;;;;;;;;;
-58,42143269;-34,5896569;;;;;;;;;;;
-58,43241113;-34,57002304;;;;;;;;;;;
-58,4514148;-34,56319672;;;;;;;;;;;
-58,40614947;-34,59091368;;;;;;;;;;;
-58,40417248;-34,59251459;;;;;;;;;;;
-58,37761773;-34,59411096;;;;;;;;;;;
-58,4088199;-34,58876409;;;;;;;;;;;
-58,41099475;-34,58721198;;;;;;;;;;;
-58,38277785;-34,59429824;;;;;;;;;;;
-58,40304931;-34,59290821;;;;;;;;;;;
-58,37854082;-34,59409838;;;;;;;;;;;
-58,39715698;-34,5944525;;;;;;;;;;;
-58,40510189;-34,59177566;;;;;;;;;;;
-58,40069443;-34,59373337;;;;;;;;;;;
-58,3844173;-34,59443134;;;;;;;;;;;
-58,38856867;-34,59467558;;;;;;;;;;;
-58,38159941;-34,59417562;;;;;;;;;;;
-58,39451027;-34,59472393;;;;;;;;;;;
-58,39205803;-34,59492049;;;;;;;;;;;
-58,38003773;-34,59411047;;;;;;;;;;;
-58,38582367;-34,5945633;;;;;;;;;;;
-58,38729378;-34,59464395;;;;;;;;;;;
-58,42095854;-34,58530757;;;;;;;;;;;
-58,42818858;-34,59002812;;;;;;;;;;;
-58,48230267;-34,60353909;;;;;;;;;;;
-58,49720452;-34,64469542;;;;;;;;;;;
-58,50267367;-34,57794738;;;;;;;;;;;
-58,50413553;-34,57633341;;;;;;;;;;;
-58,52354571;-34,60866028;;;;;;;;;;;
-58,40674987;-34,64572978;;;;;;;;;;;
-58,38285974;-34,64582178;;;;;;;;;;;
-58,40702485;-34,59019379;;;;;;;;;;;
-58,40629305;-34,5896607;;;;;;;;;;;
-58,40405738;-34,58803298;;;;;;;;;;;
-58,40523359;-34,5888887;;;;;;;;;;;
-58,40298349;-34,58724984;;;;;;;;;;;
-58,37384223;-34,59356777;;;;;;;;;;;
-58,37384223;-34,59356777;;;;;;;;;;;
-58,39228966;-34,60443527;;;;;;;;;;;
-58,40583455;-34,57956086;;;;;;;;;;;
-59,5664609;-35,52590284;;;;;;;;;;;
-58,37544401;-34,59265561;;;;;;;;;;;
-58,46514782;-34,53465378;;;;;;;;;;;
-58,44350979;-34,66912682;;;;;;;;;;;
-58,44313098;-34,66503522;;;;;;;;;;;
-58,46876011;-34,64471395;;;;;;;;;;;
-58,4447868;-34,66371146;;;;;;;;;;;
-58,46360345;-34,6487896;;;;;;;;;;;
-58,43757833;-34,61594275;;;;;;;;;;;
-58,43737245;-34,61644344;;;;;;;;;;;
-58,41315032;-34,64280572;;;;;;;;;;;
-58,41360575;-34,64382303;;;;;;;;;;;
-58,41452178;-34,64567391;;;;;;;;;;;
-58,41395347;-34,6445774;;;;;;;;;;;
-58,41182798;-34,6396169;;;;;;;;;;;
-58,41235079;-34,64088784;;;;;;;;;;;
-58,40025007;-34,64463346;;;;;;;;;;;
-58,41418087;-34,65546313;;;;;;;;;;;
-59,56646072;-35,52590289;;;;;;;;;;;
-59,56646074;-35,52590291;;;;;;;;;;;
-58,47461009;-34,67257329;;;;;;;;;;;
-58,48107997;-34,67291203;;;;;;;;;;;
-58,47901069;-34,67286175;;;;;;;;;;;
-58,46994136;-34,67225828;;;;;;;;;;;
-58,44952021;-34,63890346;;;;;;;;;;;
-58,44587744;-34,6366553;;;;;;;;;;;
-58,43529443;-34,63453521;;;;;;;;;;;
-58,4327399;-34,63401783;;;;;;;;;;;
-58,4257546;-34,63148226;;;;;;;;;;;
-59,56647024;-35,5259137;;;;;;;;;;;
-58,43728917;-34,63493896;;;;;;;;;;;
-58,42849721;-34,63158012;;;;;;;;;;;
-58,43885839;-34,63525457;;;;;;;;;;;
-58,44186368;-34,63586444;;;;;;;;;;;
-58,44280733;-34,636057;;;;;;;;;;;
-58,42720855;-34,63153453;;;;;;;;;;;
-58,44030178;-34,63554654;;;;;;;;;;;
-58,42971852;-34,63199469;;;;;;;;;;;
-58,47316652;-34,62685238;;;;;;;;;;;
-58,45962211;-34,6224514;;;;;;;;;;;
-58,45607654;-34,62120348;;;;;;;;;;;
-58,47157551;-34,62636862;;;;;;;;;;;
-58,4869452;-34,63030883;;;;;;;;;;;
-58,48231055;-34,62915738;;;;;;;;;;;
-58,47659028;-34,62773354;;;;;;;;;;;
-58,46327623;-34,62373366;;;;;;;;;;;
-58,48369104;-34,62950195;;;;;;;;;;;
-58,47763803;-34,62799392;;;;;;;;;;;
-58,46886781;-34,62552397;;;;;;;;;;;
-58,47546833;-34,62745471;;;;;;;;;;;
-58,47874125;-34,62826808;;;;;;;;;;;
-58,46752493;-34,62510367;;;;;;;;;;;
-58,46437151;-34,6241076;;;;;;;;;;;
-58,46221819;-34,62336238;;;;;;;;;;;
-58,46611527;-34,62466427;;;;;;;;;;;
-58,46120241;-34,62300595;;;;;;;;;;;
-58,48617523;-34,63011792;;;;;;;;;;;
-58,47434767;-34,62716144;;;;;;;;;;;
-58,48089199;-34,62880287;;;;;;;;;;;
-58,48493829;-34,62981124;;;;;;;;;;;
-58,47982053;-34,62853625;;;;;;;;;;;
-58,47025118;-34,62595729;;;;;;;;;;;
-58,45827387;-34,62198903;;;;;;;;;;;
-58,4170197;-34,61569605;;;;;;;;;;;
-58,42008229;-34,61584274;;;;;;;;;;;
-58,41847351;-34,61578392;;;;;;;;;;;
-58,4157807;-34,6156212;;;;;;;;;;;
-58,42289141;-34,61580595;;;;;;;;;;;
-58,41281874;-34,61544248;;;;;;;;;;;
-58,41437178;-34,61553621;;;;;;;;;;;
-58,41673403;-34,61855055;;;;;;;;;;;
-58,41589628;-34,63017473;;;;;;;;;;;
-58,41598569;-34,62694867;;;;;;;;;;;
-58,41593797;-34,62787331;;;;;;;;;;;
-58,41783722;-34,61249279;;;;;;;;;;;
-58,41636972;-34,62244539;;;;;;;;;;;
-58,41603155;-34,63276037;;;;;;;;;;;
-58,41617792;-34,63531947;;;;;;;;;;;
-58,41619103;-34,63609173;;;;;;;;;;;
-58,4166202;-34,61980574;;;;;;;;;;;
-58,41716079;-34,6145513;;;;;;;;;;;
-58,41685404;-34,61734368;;;;;;;;;;;
-58,41610869;-34,63405936;;;;;;;;;;;
-58,45814286;-34,62458602;;;;;;;;;;;
-58,45891704;-34,62346858;;;;;;;;;;;
-58,4708965;-34,60730807;;;;;;;;;;;
-58,4604178;-34,62130345;;;;;;;;;;;
-58,46168107;-34,61949374;;;;;;;;;;;
-58,46626063;-34,6133937;;;;;;;;;;;
-58,46935052;-34,60933445;;;;;;;;;;;
-58,47243849;-34,60528688;;;;;;;;;;;
-58,46548775;-34,61441324;;;;;;;;;;;
-58,46323995;-34,61732949;;;;;;;;;;;
-58,4624284;-34,61845767;;;;;;;;;;;
-58,46703537;-34,61237332;;;;;;;;;;;
-58,45743597;-34,62561234;;;;;;;;;;;
-58,40934956;-34,63471867;;;;;;;;;;;
-58,3991652;-34,63112286;;;;;;;;;;;
-58,40053105;-34,63159604;;;;;;;;;;;
-58,40200377;-34,63216785;;;;;;;;;;;
-58,40454187;-34,633162;;;;;;;;;;;
-58,40788262;-34,63426766;;;;;;;;;;;
-58,40600974;-34,63367968;;;;;;;;;;;
-59,56646127;-35,52590336;;;;;;;;;;;
-58,39626095;-34,63036566;;;;;;;;;;;
-58,41056768;-34,63509315;;;;;;;;;;;
-58,45289981;-34,63450234;;;;;;;;;;;
-58,4560307;-34,62812426;;;;;;;;;;;
-58,4538708;-34,63253318;;;;;;;;;;;
-58,45338472;-34,63351744;;;;;;;;;;;
-58,45491231;-34,63041281;;;;;;;;;;;
-58,45241677;-34,63548407;;;;;;;;;;;
-58,45204843;-34,63623257;;;;;;;;;;;
-58,5025847;-34,66619021;;;;;;;;;;;
-58,5019508;-34,66723351;;;;;;;;;;;
-58,40905605;-34,63771984;;;;;;;;;;;
-58,41162806;-34,63815758;;;;;;;;;;;
-58,41848189;-34,63933488;;;;;;;;;;;
-58,42349366;-34,64019888;;;;;;;;;;;
-58,41613787;-34,6389461;;;;;;;;;;;
-58,41708883;-34,63910682;;;;;;;;;;;
-58,39035581;-34,63412287;;;;;;;;;;;
-58,42091965;-34,63974033;;;;;;;;;;;
-58,4131942;-34,63842943;;;;;;;;;;;
-58,42230787;-34,63998764;;;;;;;;;;;
-58,38876691;-34,63375803;;;;;;;;;;;
-58,47986863;-34,67288276;;;;;;;;;;;
-58,4344566;-34,6354215;;;;;;;;;;;
-58,47161524;-34,6659009;;;;;;;;;;;
-58,44609829;-34,6444673;;;;;;;;;;;
-58,4365934;-34,63687369;;;;;;;;;;;
-58,44307892;-34,64177632;;;;;;;;;;;
-58,47836384;-34,67160795;;;;;;;;;;;
-58,48045654;-34,67338113;;;;;;;;;;;
-58,47945592;-34,67253296;;;;;;;;;;;
-58,43525765;-34,63596655;;;;;;;;;;;
-58,48681413;-34,67876382;;;;;;;;;;;
-58,48235758;-34,67499234;;;;;;;;;;;
-58,4095443;-34,63316424;;;;;;;;;;;
-58,41456064;-34,63648884;;;;;;;;;;;
-58,41616561;-34,637503;;;;;;;;;;;
-58,41730423;-34,63832887;;;;;;;;;;;
-58,40640279;-34,63028039;;;;;;;;;;;
-58,41381658;-34,6360491;;;;;;;;;;;
-58,40823672;-34,6321947;;;;;;;;;;;
-58,41098928;-34,63423192;;;;;;;;;;;
-58,41932667;-34,64003822;;;;;;;;;;;
-58,42003681;-34,64061573;;;;;;;;;;;
-58,41241117;-34,63521619;;;;;;;;;;;
-58,38074748;-34,61644726;;;;;;;;;;;
-58,38074748;-34,61644726;;;;;;;;;;;
-58,4771155;-34,59511479;;;;;;;;;;;
-58,44094791;-34,66677111;;;;;;;;;;;
-58,45064148;-34,68003614;;;;;;;;;;;
-58,45777432;-34,68645218;;;;;;;;;;;
-58,46531292;-34,69387785;;;;;;;;;;;
-58,46339574;-34,6917897;;;;;;;;;;;
-58,44015605;-34,66603526;;;;;;;;;;;
-58,46627545;-34,69443319;;;;;;;;;;;
-58,462037;-34,6905423;;;;;;;;;;;
-58,46007794;-34,68874374;;;;;;;;;;;
-58,46401396;-34,69235723;;;;;;;;;;;
-58,44147621;-34,64357704;;;;;;;;;;;
-58,44147621;-34,64357704;;;;;;;;;;;
-58,43115971;-34,64149312;;;;;;;;;;;
-58,42992387;-34,64127997;;;;;;;;;;;
-58,43468074;-34,64220689;;;;;;;;;;;
-58,43234579;-34,64173977;;;;;;;;;;;
-58,43624778;-34,64251986;;;;;;;;;;;
-58,4331218;-34,64189553;;;;;;;;;;;
-58,43778646;-34,6428271;;;;;;;;;;;
-58,42742434;-34,64086208;;;;;;;;;;;
-59,56646172;-35,52590238;;;;;;;;;;;
-58,44069414;-34,5981122;;;;;;;;;;;
-58,44497874;-34,63852624;;;;;;;;;;;
-58,44440621;-34,63987398;;;;;;;;;;;
-58,45343766;-34,62678005;;;;;;;;;;;
-58,49731273;-34,66490939;;;;;;;;;;;
-58,47176651;-34,595003;;;;;;;;;;;
-58,50492798;-34,66650457;;;;;;;;;;;
-58,50016565;-34,66255996;;;;;;;;;;;
-58,50653412;-34,66784529;;;;;;;;;;;
-58,43318539;-34,63712015;;;;;;;;;;;
-58,43736648;-34,63210282;;;;;;;;;;;
-58,44822304;-34,63014216;;;;;;;;;;;
-58,45437861;-34,6314994;;;;;;;;;;;
-58,43381971;-34,62801895;;;;;;;;;;;
-58,42675754;-34,62699731;;;;;;;;;;;
-58,46749189;-34,63551751;;;;;;;;;;;
-58,43233521;-34,6278021;;;;;;;;;;;
-58,45654613;-34,63218856;;;;;;;;;;;
-58,45771911;-34,63256123;;;;;;;;;;;
-58,4648054;-34,63472405;;;;;;;;;;;
-58,45157703;-34,63063796;;;;;;;;;;;
-58,43952878;-34,62885414;;;;;;;;;;;
-58,42963543;-34,62741173;;;;;;;;;;;
-58,4429262;-34,62935096;;;;;;;;;;;
-58,44447848;-34,62958192;;;;;;;;;;;
-58,47021029;-34,6363281;;;;;;;;;;;
-58,46621829;-34,63514008;;;;;;;;;;;
-58,45548775;-34,63185047;;;;;;;;;;;
-58,44935969;-34,63031223;;;;;;;;;;;
-58,45902534;-34,63297044;;;;;;;;;;;
-58,44751432;-34,63003538;;;;;;;;;;;
-58,46215245;-34,63392411;;;;;;;;;;;
-58,4713027;-34,63665402;;;;;;;;;;;
-58,44606178;-34,6298173;;;;;;;;;;;
-58,45323352;-34,63113875;;;;;;;;;;;
-58,4690223;-34,63597365;;;;;;;;;;;
-58,4356488;-34,62828656;;;;;;;;;;;
-58,4607655;-34,63350444;;;;;;;;;;;
-58,4371708;-34,62850922;;;;;;;;;;;
-58,42816177;-34,62719899;;;;;;;;;;;
-58,43859399;-34,62871741;;;;;;;;;;;
-58,45049864;-34,63047954;;;;;;;;;;;
-58,46345719;-34,63431821;;;;;;;;;;;
-58,43093531;-34,62759969;;;;;;;;;;;
-58,46360074;-34,60554962;;;;;;;;;;;
-58,45555833;-34,62233776;;;;;;;;;;;
-58,46415322;-34,60443791;;;;;;;;;;;
-58,45662353;-34,62000625;;;;;;;;;;;
-58,46551143;-34,6016944;;;;;;;;;;;
-58,46650533;-34,5996716;;;;;;;;;;;
-58,45729524;-34,61853605;;;;;;;;;;;
-58,45849963;-34,61589973;;;;;;;;;;;
-58,45457547;-34,62447892;;;;;;;;;;;
-58,44540321;-34,58662441;;;;;;;;;;;
-58,50259273;-34,63913946;;;;;;;;;;;
-58,4743188;-34,66140031;;;;;;;;;;;
-58,4770424;-34,65924946;;;;;;;;;;;
-58,47827671;-34,65827339;;;;;;;;;;;
-58,47586924;-34,66016508;;;;;;;;;;;
-58,44242241;-34,63119273;;;;;;;;;;;
-58,44346938;-34,63196002;;;;;;;;;;;
-58,43443472;-34,65311138;;;;;;;;;;;
-58,4350622;-34,65360846;;;;;;;;;;;
-58,47042186;-34,68330836;;;;;;;;;;;
-58,47381671;-34,68619516;;;;;;;;;;;
-58,43382317;-34,65241191;;;;;;;;;;;
-58,47457768;-34,6868822;;;;;;;;;;;
-58,43203208;-34,65120779;;;;;;;;;;;
-58,47610078;-34,68825741;;;;;;;;;;;
-58,44353732;-34,66018343;;;;;;;;;;;
-58,44970075;-34,66515627;;;;;;;;;;;
-58,44277094;-34,65957801;;;;;;;;;;;
-58,46622248;-34,6792693;;;;;;;;;;;
-58,47230127;-34,6848269;;;;;;;;;;;
-58,44744137;-34,66327725;;;;;;;;;;;
-58,47686188;-34,68894451;;;;;;;;;;;
-58,43098442;-34,65033963;;;;;;;;;;;
-58,46911481;-34,68206406;;;;;;;;;;;
-58,468081;-34,68142445;;;;;;;;;;;
-58,44553835;-34,66176424;;;;;;;;;;;
-58,47533969;-34,68757023;;;;;;;;;;;
-58,44453156;-34,66096894;;;;;;;;;;;
-58,43602236;-34,65436905;;;;;;;;;;;
-58,44155281;-34,65861125;;;;;;;;;;;
-58,47838044;-34,69031546;;;;;;;;;;;
-58,47762324;-34,68963189;;;;;;;;;;;
-58,47305464;-34,68550712;;;;;;;;;;;
-58,43059087;-34,64975536;;;;;;;;;;;
-58,51453304;-34,58863591;;;;;;;;;;;
-58,51383054;-34,58711484;;;;;;;;;;;
-58,51681139;-34,60894645;;;;;;;;;;;
-58,50837735;-34,60374427;;;;;;;;;;;
-58,51808065;-34,6097297;;;;;;;;;;;
-58,52511183;-34,61400091;;;;;;;;;;;
-58,49427894;-34,59503087;;;;;;;;;;;
-58,51554155;-34,6081641;;;;;;;;;;;
-58,52040441;-34,61113767;;;;;;;;;;;
-58,52351197;-34,61301381;;;;;;;;;;;
-58,49954228;-34,59828159;;;;;;;;;;;
-58,48745823;-34,59083234;;;;;;;;;;;
-58,52194301;-34,61206766;;;;;;;;;;;
-58,50221325;-34,59993473;;;;;;;;;;;
-58,49201006;-34,5936307;;;;;;;;;;;
